1000 4.02E-5
2000 7.35E-5
3000 1.77E-4
4000 1.586E-4
5000 2.017E-4
6000 2.506E-4
7000 2.902E-4
8000 3.502E-4
9000 4.596E-4
10000 4.364E-4
11000 4.921E-4
12000 5.35E-4
13000 7.089E-4
14000 6.373E-4
15000 6.867E-4
16000 7.362E-4
17000 7.489E-4
18000 8.328E-4
19000 8.742E-4
20000 9.802E-4
