1000 1.48E-5
2000 2.7E-5
3000 5.54E-5
4000 5.51E-5
5000 6.84E-5
6000 9.86E-5
7000 9.92E-5
8000 1.052E-4
9000 1.482E-4
10000 1.604E-4
11000 1.848E-4
12000 2.362E-4
13000 2.229E-4
14000 2.254E-4
15000 5.578E-4
16000 2.319E-4
17000 2.683E-4
18000 3.097E-4
19000 4.908E-4
20000 2.94E-4
