1000 1.7E-5
2000 3.26E-5
3000 4.14E-5
4000 7.57E-5
5000 7.86E-5
6000 9.55E-5
7000 9.12E-5
8000 1.024E-4
9000 1.186E-4
10000 1.609E-4
11000 1.846E-4
12000 2.041E-4
13000 2.473E-4
14000 2.274E-4
15000 2.142E-4
16000 2.539E-4
17000 2.334E-4
18000 2.503E-4
19000 3.346E-4
20000 2.791E-4
