1000 3.085E-4
2000 0.0010193
3000 0.0023281
4000 0.0126337
5000 0.0068875
6000 0.013788
7000 0.0138811
8000 0.0268667
9000 0.0300734
10000 0.033392
11000 0.0396461
12000 0.0566676
13000 0.1574445
14000 0.0613866
15000 0.0644009
16000 0.0747853
17000 0.0790486
18000 0.0866844
19000 0.0988502
20000 0.1301131
