1000 3.4E-6
2000 5.9E-6
3000 8.5E-6
4000 1.15E-5
5000 1.67E-5
6000 1.81E-5
7000 2.17E-5
8000 2.45E-5
9000 2.72E-5
10000 3.2E-5
11000 3.91E-5
12000 3.53E-5
13000 4.01E-5
14000 4.26E-5
15000 4.76E-5
16000 5.09E-5
17000 5.27E-5
18000 5.35E-5
19000 5.76E-5
20000 7.25E-5
